1	571	Liverpool Walton	Dan Carden	70861	66.3	4.8	79.8	2	6.8	5.3	0	0	1.3	LAB	LAB
2	570	Bootle	Peter Dowd	74832	65.7	4.6	79.3	2.2	7.4	5.4	0	0	1.2	LAB	LAB
3	569	Knowsley	George Howarth	70836	65.3	4.2	78.6	2.3	7.2	6.2	0	0	1.4	LAB	LAB
4	568	Liverpool Riverside	Kim Johnson	70301	65.6	3.2	77.5	2.9	5.6	9.3	0	0	1.5	LAB	LAB
5	567	Liverpool West Derby	Ian Byrne	70379	66.9	4.7	77.6	2.5	8.2	5.4	0	0	1.6	LAB	LAB
6	566	Peckham	Harriet Harman	71491	63.4	5.1	75.3	3.4	5	9.7	0	0	1.6	LAB	LAB
7	565	Lewisham North	Vicky Foxcroft	75020	68.3	5.6	75.8	3.3	4.5	9.5	0	0	1.4	LAB	LAB
8	564	Hackney South and Shoreditch	Meg Hillier	80391	61	4.8	74.4	3.1	4.2	11.9	0	0	1.6	LAB	LAB
9	563	Tottenham	David Lammy	75561	61.8	4.8	73.8	2.9	5.2	11.5	0	0	1.8	LAB	LAB
10	562	Liverpool Wavertree	Paula Barker	71135	67.3	4.9	70.8	5.5	6	11	0	0	1.8	LAB	LAB
11	561	Islington North	Jeremy Corbyn	75162	71.6	5.1	71.1	4.3	4.3	13.6	0	0	1.6	LAB	LAB
12	560	Lewisham West and East Dulwich	Ellie Reeves	70348	68.4	7.6	73.4	3.2	5.3	9.2	0	0	1.4	LAB	LAB
13	559	Chorley	Lindsay Hoyle	74743	51	4.8	70.6	2.2	9.6	9	0	0	3.8	LAB	LAB
14	558	Walthamstow	Stella Creasy	70267	68.8	6.4	71.8	3.2	5.8	10.8	0	0	1.9	LAB	LAB
15	557	Liverpool Garston	Maria Eagle	70128	69.8	6	71.3	6.4	8.4	5.8	0	0	2.1	LAB	LAB
16	556	Hackney North and Stoke Newington	Diane Abbott	80736	61.4	5.3	70.3	3.5	4.8	14.1	0	0	2	LAB	LAB
17	555	Dulwich and West Norwood	Helen Hayes	74932	68.9	7.4	71.4	1.8	4.4	13.5	0	0	1.4	LAB	LAB
18	554	Vauxhall and Camberwell Green	Florence Eshalomi	72629	63.4	7	70.8	5.2	5.5	9.9	0	0	1.7	LAB	LAB
19	553	Widnes and Halewood	Derek Twigg	70355	65.6	8.7	71.9	2.2	10.3	5.5	0	0	1.5	LAB	LAB
20	552	Lewisham East	Janet Daby	69956	66.6	8.7	71.2	3.1	7.2	8.2	0	0	1.6	LAB	LAB
21	551	Clapham and Brixton Hill	Bell Ribeiro-Addy	79342	65.2	8	69.8	5.5	5	10	0	0	1.6	LAB	LAB
22	550	Holborn and St Pancras	Keir Starmer	72190	66	7.3	68.8	4.1	5.7	12.2	0	0	1.9	LAB	LAB
23	549	Manchester Withington	Jeff Smith	71167	68.7	6.8	68.1	7.4	5.9	10	0	0	1.7	LAB	LAB
24	548	Islington South and Finsbury	Emily Thornberry	77383	67.2	7.9	68.8	5.2	6.2	10.1	0	0	1.9	LAB	LAB
25	547	West Ham and Beckton	Lyn Brown	70621	61.6	7.7	68	3	7.7	11.2	0	0	2.4	LAB	LAB
26	546	Manchester Rusholme	Unknown (new seat)	69299	57.5	5	63.9	5.1	6	17.9	0	0	2.2	LAB	LAB
27	545	Wallasey	Angela Eagle	72516	70.7	10	68.4	3.1	10.5	6.5	0	0	1.5	LAB	LAB
28	544	Rhondda and Ogmore	Chris Bryant	73521	60.2	6.8	64.3	2.3	12.2	6.2	6.2	0	2.1	LAB	LAB
29	543	Greenwich and Woolwich	Matthew Pennycook	69900	66.4	10.4	67.4	4	6.8	9.7	0	0	1.7	LAB	LAB
30	542	Newcastle upon Tyne East and Wallsend	Nick Brown	76871	66.2	9.2	65.8	4.7	11	7.7	0	0	1.7	LAB	LAB
31	541	Croydon West	Steve Reed	70732	64.4	9.8	65.9	3.1	6.8	12.6	0	0	1.8	LAB	LAB
32	540	St Helens South and Whiston	Marie Rimmer	70538	63.6	8.6	64.7	3.9	11.1	9.9	0	0	1.8	LAB	LAB
33	539	Queen's Park and Maida Vale	Karen Buck	77359	64.6	9.1	64.9	4.8	6.8	12.1	0	0	2.3	LAB	LAB
34	538	Salford	Rebecca Long-Bailey	71672	60.6	9.1	64.8	3.7	11.7	9.1	0	0	1.8	LAB	LAB
35	537	Streatham and Croydon North	Unknown (new seat)	78082	64.9	9.5	65.1	5.7	6.4	11.5	0	0	1.8	LAB	LAB
36	536	Birkenhead	Mick Whitley	75675	67.9	7	62.6	3.5	7.7	16.4	0	0	2.7	LAB	LAB
37	535	Manchester Central	Lucy Powell	73790	56	8.3	63.6	4.8	11.1	10.2	0	0	2.1	LAB	LAB
38	534	Nottingham East	Nadia Whittome	75287	60.4	9.1	64.3	4	8.8	11.7	0	0	2.2	LAB	LAB
39	533	Stratford and Bow	Unknown (new seat)	73601	64.1	7.5	62.3	4.5	6	17.4	0	0	2.4	LAB	LAB
40	532	Edinburgh South	Ian Murray	71688	74.7	8.3	63	5.9	3.5	4.9	12.1	0	2.4	LAB	LAB
41	531	Blaenau Gwent and Rhymney	Nick Smith	70687	59.6	7.3	61.2	2.9	16.3	6	4.1	0	2.3	LAB	LAB
42	530	Leeds Central and Headingley	Alex Sobel	75218	63.6	8.8	62.3	5.7	8.4	13.1	0	0	1.8	LAB	LAB
43	529	Aberafan Maesteg	Stephen Kinnock	69525	62.8	9.1	61.9	2.8	13	6.3	4.7	0	2.2	LAB	LAB
44	528	Birmingham Ladywood	Shabana Mahmood	78301	57.4	6.1	58.7	5.6	7	19.6	0	0	3	LAB	LAB
45	527	Leyton and Wanstead	John Cryer	71085	68.8	11.5	64.1	4.2	7.1	11.1	0	0	2.1	LAB	LAB
46	526	Oxford East	Anneliese Dodds	71602	63	9.6	61.8	5.8	6.9	13.8	0	0	2	LAB	LAB
47	525	Gorton and Denton	Afzal Khan	73749	59.6	9.5	61.7	4.3	11.1	11.3	0	0	2.1	LAB	LAB
48	524	East Ham	Stephen Timms	70899	61.8	8.7	60.8	3.3	7	17.1	0	0	3.1	LAB	LAB
