1	567	Liverpool Walton	Dan Carden	62628	65.1	6.6	82	2.3	3.5	4	0	0	1.6	LAB	LAB
2	566	Birmingham Ladywood	Shabana Mahmood	74912	56.2	7.2	81.7	1	2.9	6.8	0	0	0.4	LAB	LAB
3	565	Manchester Gorton	Afzal Khan	76419	58.3	6.5	79.5	1.1	3.9	8.6	0	0	0.5	LAB	LAB
4	564	Liverpool Riverside	Kim Johnson	80310	65.7	6.4	77.7	3.2	3.5	7.9	0	0	1.3	LAB	LAB
5	563	Bradford West	Naz Shah	70694	62.6	8.5	79.5	0.4	5.1	6.3	0	0	0.3	LAB	LAB
6	562	Birmingham Hodge Hill	Liam Byrne	78295	57.5	8.9	79.9	0.8	4	6.1	0	0	0.3	LAB	LAB
7	561	Liverpool West Derby	Ian Byrne	65640	67	7.7	78.7	2.8	4.8	4.1	0	0	1.8	LAB	LAB
8	560	Knowsley	George Howarth	84082	65.3	7.4	78.3	3.1	4.7	4.6	0	0	1.9	LAB	LAB
9	559	Bootle	Peter Dowd	74832	65.7	7.6	77.7	3.7	4.6	4.7	0	0	1.7	LAB	LAB
10	558	East Ham	Stephen Timms	88319	61.9	9.3	79.3	0.7	3.7	6.6	0	0	0.4	LAB	LAB
11	557	Bethnal Green and Bow	Rushanara Ali	88262	68.6	7.5	76	0.8	3.7	11.8	0	0	0.2	LAB	LAB
12	556	Tottenham	David Lammy	75740	61.9	8.6	76.2	2.5	3.7	8.3	0	0	0.8	LAB	LAB
13	555	Manchester Central	Lucy Powell	92247	56.7	8.4	75.2	2.7	4.3	8.3	0	0	1.1	LAB	LAB
14	554	Walthamstow	Stella Creasy	70267	68.8	9.4	75.9	1.9	3.8	8.4	0	0	0.6	LAB	LAB
15	553	Liverpool Wavertree	Paula Barker	63458	68.4	8.4	74.9	5.2	4.1	6.1	0	0	1.3	LAB	LAB
16	552	West Ham	Lyn Brown	97947	61.5	10.2	75.8	1.4	4.2	7.8	0	0	0.6	LAB	LAB
17	551	Birmingham Hall Green	Tahir Ali	80283	65.9	10.7	75.6	1.1	4.7	7.6	0	0	0.3	LAB	LAB
18	550	Hackney South and Shoreditch	Meg Hillier	89387	60.9	8.3	73.1	3.2	3.6	11.1	0	0	0.7	LAB	LAB
19	549	Lewisham Deptford	Vicky Foxcroft	80631	68.7	8.6	71.4	5	3.7	10.4	0	0	0.9	LAB	LAB
20	548	Camberwell and Peckham	Harriet Harman	88971	63.5	9	71.7	4.3	3.9	10.3	0	0	0.8	LAB	LAB
21	547	Nottingham East	Nadia Whittome	66262	60.4	10.6	73.2	2.7	4.8	7.5	0	0	1.3	LAB	LAB
22	546	Poplar and Limehouse	Apsana Begum	91836	66.7	10.4	72.7	1.9	3.9	10.8	0	0	0.3	LAB	LAB
23	545	Manchester Withington	Jeff Smith	76530	69.2	8.5	70.7	6.5	3.8	9.9	0	0	0.7	LAB	LAB
24	544	Leeds Central	Hilary Benn	90971	54.2	10.6	71.9	2.8	5.2	8.1	0	0	1.3	LAB	LAB
25	543	Ilford South	Sam Tarry	84972	62.9	12.8	74.1	0.6	4.7	7.4	0	0	0.5	LAB	LAB
26	542	Hackney North and Stoke Newington	Diane Abbott	92462	61.5	8.5	69.5	3.5	3.5	14.2	0	0	0.8	LAB	LAB
27	541	Sheffield Central	Paul Blomfield	89849	56.7	7.8	68.9	4.2	3.9	14	0	0	1.1	LAB	LAB
28	540	Garston and Halewood	Maria Eagle	76116	70.1	10.3	71.2	5.8	5.5	5.7	0	0	1.6	LAB	LAB
29	539	Leicester South	Jonathan Ashworth	77708	64.5	11.5	72.3	2.8	4.6	7.9	0	0	0.9	LAB	LAB
30	538	Chorley	Lindsay Hoyle	78177	51	8.8	69	4.4	6.5	7.7	0	0	3.6	LAB	LAB
31	537	Birkenhead	Mick Whitley	63762	66.4	10.3	69.8	4.4	6.7	5.3	0	0	3.4	LAB	LAB
32	536	Islington North	Jeremy Corbyn	75162	71.6	8.4	67.3	5.9	3.7	14	0	0	0.7	LAB	LAB
33	535	Blackley and Broughton	Graham Stringer	73372	52.6	12.5	71.1	2.3	6.3	6.6	0	0	1.2	LAB	LAB
34	534	Blackburn	Kate Hollern	71234	62.8	14	71.8	1.8	6	5.5	0	0	0.9	LAB	LAB
35	533	Croydon North	Steve Reed	88468	62.9	13.5	71.1	3.5	4.2	6.8	0	0	0.9	LAB	LAB
36	532	Bradford East	Imran Hussain	73206	60.4	12.6	69.4	4.4	6.7	6.2	0	0	0.6	LAB	LAB
37	531	Leyton and Wanstead	John Cryer	64852	68.7	12.7	69.4	3.2	4.5	9.6	0	0	0.6	LAB	LAB
38	530	Holborn and St Pancras	Keir Starmer	86061	66	10.9	66.9	4.2	3.8	13.6	0	0	0.6	LAB	LAB
39	529	Brent Central	Dawn Butler	84032	58.5	14	69.9	2.8	4.2	8.5	0	0	0.5	LAB	LAB
40	528	Birmingham Perry Barr	Khalid Mahmood	72006	58.5	15	70.7	2.6	4.7	6.2	0	0	0.8	LAB	LAB
41	527	Edmonton	Kate Osamor	65747	61.4	15.6	71	1.9	4.4	6.5	0	0	0.6	LAB	LAB
42	526	Wallasey	Angela Eagle	66310	70.1	13.9	68.9	4.5	5.7	5	0	0	1.9	LAB	LAB
43	525	Newcastle upon Tyne East	Nick Brown	63796	68	12.1	67	6.6	4.1	8.9	0	0	1.2	LAB	LAB
44	524	Preston	Mark Hendrick	59672	56.6	14.1	68.9	4.2	5.6	5.9	0	0	1.3	LAB	LAB
45	523	Halton	Derek Twigg	71930	64.2	13.8	68.1	4.6	6.5	5	0	0	2.1	LAB	LAB
46	522	Barking	Margaret Hodge	77953	57.1	15.3	69	1.4	6.2	7.5	0	0	0.7	LAB	LAB
47	521	Ealing Southall	Virendra Sharma	64581	65.4	14.3	67.8	3.9	4.6	8.6	0	0	0.8	LAB	LAB
48	520	Sheffield Brightside and Hillsborough	Gill Furniss	69333	57.1	13	66.4	3.6	8.5	7	0	0	1.5	LAB	LAB
49	519	Newcastle upon Tyne Central	Chi Onwurah	57845	64.8	13.5	66.8	4.3	6.6	7.6	0	0	1.1	LAB	LAB
50	518	Vauxhall	Florence Eshalomi	88659	63.5	11.7	64.9	8.9	3.6	10.2	0	0	0.8	LAB	LAB
51	517	Edinburgh South	Ian Murray	66188	75.1	8.3	60.8	4.9	2.2	4.5	17	0	2.3	LAB	LAB
52	516	Dulwich and West Norwood	Helen Hayes	80331	69.4	11	63.2	4.6	3.9	16.3	0	0	1	LAB	LAB
53	515	Mitcham and Morden	Siobhain McDonagh	70021	65.3	15.8	67.9	3.7	4.7	7	0	0	1	LAB	LAB
54	514	Cardiff Central	Jo Stevens	64037	65.3	14.6	66.7	6.2	3.5	5.4	3.2	0	0.4	LAB	LAB
55	513	Nottingham South	Lilian Greenwood	79485	60.6	15	66.7	4.2	4.6	8.1	0	0	1.3	LAB	LAB
56	512	Salford and Eccles	Rebecca Long-Bailey	82202	61.6	13.9	65.2	4.8	6.7	7.9	0	0	1.6	LAB	LAB
57	511	Leeds North East	Fabian Hamilton	70580	71.6	15.1	66.4	4.4	5.6	7.7	0	0	1	LAB	LAB
58	510	Streatham	Bell Ribeiro-Addy	84783	66.7	11.8	63	10.2	3.8	10.4	0	0	0.8	LAB	LAB
59	509	St Helens South and Whiston	Marie Rimmer	79061	63.6	13.3	64.4	6.3	7.5	6.4	0	0	2.1	LAB	LAB
60	508	Lewisham West and Penge	Ellie Reeves	74617	69.8	13.4	64.2	7.8	4.7	9	0	0	1	LAB	LAB
61	507	Lewisham East	Janet Daby	67857	66	14.4	65	6.7	4.8	8	0	0	1.1	LAB	LAB
62	506	Leeds West	Rachel Reeves	67727	59.5	14.1	64.5	4.4	7.5	7.6	0	0	1.9	LAB	LAB
63	505	Middlesbrough	Andy McDonald	60764	56.1	15.3	65.6	2.9	8.6	5.4	0	0	2.2	LAB	LAB
64	504	Greenwich and Woolwich	Matthew Pennycook	79997	66.4	14	64.3	6.7	4.6	9.4	0	0	1	LAB	LAB
65	503	Islington South and Finsbury	Emily Thornberry	70489	67.8	12.1	62.3	8.5	4.1	12.4	0	0	0.7	LAB	LAB
66	502	Hammersmith	Andy Slaughter	74759	69.5	15.5	65	5.3	4	9.3	0	0	0.8	LAB	LAB
67	501	Stretford and Urmston	Kate Green	72372	69.2	17.1	66.6	3.7	5.6	5	0	0	1.9	LAB	LAB
