full_code,short_code,name,name_cy,gss_code,three_code,nation,region,con_type,electorate,area,density,center_lat,center_lon
uk.org.mysociety.cons.ukparl.2025.cfn,UKPARL.2025.CFN,Cardiff North,Gogledd Caerdydd,W07000090,CFN,Wales,Wales,borough,71143,49.454386167775,1438.55794223481,51.5351109121515,-3.19977579857529
uk.org.mysociety.cons.ukparl.2025.cfp,UKPARL.2025.CFP,Cardiff South and Penarth,De Caerdydd a Phenarth,W07000091,CFP,Wales,Wales,borough,72269,60.4785260622779,1194.95306359783,51.4467348132052,-3.1921648996201
uk.org.mysociety.cons.ukparl.2025.cfw,UKPARL.2025.CFW,Cardiff West,Gorllewin Caerdydd,W07000092,CFW,Wales,Wales,borough,73947,62.8792724905743,1176.01551466876,51.5085668663499,-3.28905577589473
uk.org.mysociety.cons.ukparl.2025.cdp,UKPARL.2025.CDP,Ceredigion Preseli,,W07000093,CDP,Wales,Wales,county,74063,2467.08462061979,30.0204538510696,52.1800066603615,-4.26946203186807
uk.org.mysociety.cons.ukparl.2025.cle,UKPARL.2025.CLE,Clwyd East,Dwyrain Clwyd,W07000094,CLE,Wales,Wales,county,76395,677.796548261875,112.710812995294,53.1622543505234,-3.25887040582537
uk.org.mysociety.cons.ukparl.2025.cln,UKPARL.2025.CLN,Clwyd North,Gogledd Clwyd,W07000095,CLN,Wales,Wales,county,76150,170.990588082033,445.346149482022,53.2594117879575,-3.51298534928975
uk.org.mysociety.cons.ukparl.2025.dmd,UKPARL.2025.DMD,Dwyfor Meirionnydd,,W07000096,DMD,Wales,Wales,county,72533,2622.43209608539,27.6586761229291,52.8790734487218,-3.982224927093
uk.org.mysociety.cons.ukparl.2025.gwr,UKPARL.2025.GWR,Gower,Gwyr,W07000097,GWR,Wales,Wales,county,76801,345.93927564885,222.007171217986,51.6394305777263,-4.09132557613066
uk.org.mysociety.cons.ukparl.2025.lle,UKPARL.2025.LLE,Llanelli,,W07000098,LLE,Wales,Wales,county,69895,398.176584137832,175.537695546168,51.7414748320377,-4.21072621108075
uk.org.mysociety.cons.ukparl.2025.mta,UKPARL.2025.MTA,Merthyr Tydfil and Aberdare,Merthyr Tydfil ac Aberdâr,W07000099,MTA,Wales,Wales,county,74805,245.245906854353,305.020381214458,51.7412184212737,-3.42759181615865
uk.org.mysociety.cons.ukparl.2025.msp,UKPARL.2025.MSP,Mid and South Pembrokeshire,Canol a De Sir Benfro,W07000100,MSP,Wales,Wales,county,76820,988.965708158153,77.6771119223834,51.7747651826637,-4.94395718608382
uk.org.mysociety.cons.ukparl.2025.mms,UKPARL.2025.MMS,Monmouthshire,Sir Fynwy,W07000101,MMS,Wales,Wales,county,72681,886.053481826914,82.0277799147544,51.7578152845532,-2.86732632352015
uk.org.mysociety.cons.ukparl.2025.mag,UKPARL.2025.MAG,Montgomeryshire and Glyndŵr,Maldwyn a Glyndwr,W07000102,MAG,Wales,Wales,county,74223,2386.93536251988,31.0955215484524,52.6542036971762,-3.40027699900322
uk.org.mysociety.cons.ukparl.2025.nsw,UKPARL.2025.NSW,Neath and Swansea East,Castell-nedd a Dwyrain Abertawe,W07000103,NSW,Wales,Wales,county,74705,220.042333205739,339.502853435712,51.699798518121,-3.75936153415389
uk.org.mysociety.cons.ukparl.2025.npe,UKPARL.2025.NPE,Newport East,Dwyrain Casnewydd,W07000104,NPE,Wales,Wales,county,76159,142.200049674963,535.576465508152,51.5826837246935,-2.91484333301794
uk.org.mysociety.cons.ukparl.2025.npi,UKPARL.2025.NPI,Newport West and Islwyn,Gorllewin Casnewydd ac Islwyn,W07000105,NPI,Wales,Wales,county,76234,154.412583911977,493.703285500729,51.6137593982075,-3.09870539524107
uk.org.mysociety.cons.ukparl.2025.ppd,UKPARL.2025.PPD,Pontypridd,,W07000106,PPD,Wales,Wales,county,73743,141.742474825986,520.260423634713,51.5934289272185,-3.36939379635048
uk.org.mysociety.cons.ukparl.2025.rao,UKPARL.2025.RAO,Rhondda and Ogmore,Rhondda ac Ogwr,W07000107,RAO,Wales,Wales,county,73557,199.830934504039,368.096161800782,51.6233786104663,-3.50096917447945
uk.org.mysociety.cons.ukparl.2025.swt,UKPARL.2025.SWT,Swansea West,Gorllewin Abertawe,W07000108,SWT,Wales,Wales,county,74612,35.1427695079511,2123.11098540822,51.6397078408653,-3.95636166315905
uk.org.mysociety.cons.ukparl.2025.tor,UKPARL.2025.TOR,Torfaen,,W07000109,TOR,Wales,Wales,county,70591,126.23992886441,559.181240317548,51.6985873736915,-3.05342695253347
uk.org.mysociety.cons.ukparl.2025.vog,UKPARL.2025.VOG,Vale of Glamorgan,Bro Morgannwg,W07000110,VOG,Wales,Wales,county,70426,302.064844612249,233.148614465228,51.4462894152775,-3.42266168292971
uk.org.mysociety.cons.ukparl.2025.wre,UKPARL.2025.WRE,Wrexham,Wrecsam,W07000111,WRE,Wales,Wales,county,70964,293.011311263841,242.188602528388,53.0197665074353,-2.91916503023992
uk.org.mysociety.cons.ukparl.2025.ynm,UKPARL.2025.YNM,Ynys Môn,,W07000112,YNM,Wales,Wales,county,52415,749.022719414875,69.9778506597848,53.2856924387888,-4.37434310882336
uk.org.mysociety.cons.ukparl.2025.ean,UKPARL.2025.EAN,East Antrim,,N05000005,EAN,Northern Ireland,Northern Ireland,county,69936,848.37324735004,82.4354141510833,54.8847030730214,-6.00966715518127
uk.org.mysociety.cons.ukparl.2025.san,UKPARL.2025.SAN,South Antrim,,N05000014,SAN,Northern Ireland,Northern Ireland,county,71646,795.494288171327,90.0647573029079,54.6880420691555,-6.20179149845475
uk.org.mysociety.cons.ukparl.2025.lgv,UKPARL.2025.LGV,Lagan Valley,,N05000009,LGV,Northern Ireland,Northern Ireland,county,76332,543.205604470814,140.521377857215,54.4684334197158,-6.14613102173071
uk.org.mysociety.cons.ukparl.2025.ubn,UKPARL.2025.UBN,Upper Bann,,N05000017,UBN,Northern Ireland,Northern Ireland,county,76969,381.776876003325,201.607286448982,54.4390790845725,-6.42808568772222
uk.org.mysociety.cons.ukparl.2025.btn,UKPARL.2025.BTN,Belfast North,,N05000002,BTN,Northern Ireland,Northern Ireland,borough,71372,54.1836747625508,1317.2233207285,54.6418881645415,-5.94893022825072
uk.org.mysociety.cons.ukparl.2025.eld,UKPARL.2025.ELD,East Londonderry,,N05000006,ELD,Northern Ireland,Northern Ireland,county,72213,1291.53780026052,55.912416953986,55.0058506355475,-6.87531104381197
uk.org.mysociety.cons.ukparl.2025.wty,UKPARL.2025.WTY,West Tyrone,,N05000018,WTY,Northern Ireland,Northern Ireland,county,70614,2119.50523245931,33.3162659466828,54.6704517177986,-7.32518405056953
uk.org.mysociety.cons.ukparl.2025.foy,UKPARL.2025.FOY,Foyle,,N05000008,FOY,Northern Ireland,Northern Ireland,county,69890,121.214063828716,576.583259338287,55.0088442175444,-7.29705571199767
uk.org.mysociety.cons.ukparl.2025.nan,UKPARL.2025.NAN,North Antrim,,N05000012,NAN,Northern Ireland,Northern Ireland,county,71165,1137.15176866683,62.5817959931875,55.0478050409729,-6.34429466297615
uk.org.mysociety.cons.ukparl.2025.mul,UKPARL.2025.MUL,Mid Ulster,,N05000010,MUL,Northern Ireland,Northern Ireland,county,70094,1311.39679223264,53.4498791023164,54.7031523626935,-6.68574088978046
uk.org.mysociety.cons.ukparl.2025.fst,UKPARL.2025.FST,Fermanagh and South Tyrone,,N05000007,FST,Northern Ireland,Northern Ireland,county,74643,2566.40545512978,29.0846482775363,54.3732498880309,-7.45989196437082
uk.org.mysociety.cons.ukparl.2025.sdw,UKPARL.2025.SDW,South Down,,N05000015,SDW,Northern Ireland,Northern Ireland,county,71772,1122.07524095875,63.9636250584004,54.2302988364464,-6.04833046860802
uk.org.mysociety.cons.ukparl.2025.ndw,UKPARL.2025.NDW,North Down,,N05000013,NDW,Northern Ireland,Northern Ireland,county,70412,118.866972884524,592.359663002466,54.6401828395082,-5.6790452590671
uk.org.mysociety.cons.ukparl.2025.sgf,UKPARL.2025.SGF,Strangford,,N05000016,SGF,Northern Ireland,Northern Ireland,county,70070,786.742703812168,89.063425260222,54.4561244802439,-5.66078072970901
uk.org.mysociety.cons.ukparl.2025.bte,UKPARL.2025.BTE,Belfast East,,N05000001,BTE,Northern Ireland,Northern Ireland,borough,70076,55.5480051829106,1261.5394516734,54.5919079648526,-5.84254863933875
uk.org.mysociety.cons.ukparl.2025.btw,UKPARL.2025.BTW,Belfast West,,N05000004,BTW,Northern Ireland,Northern Ireland,borough,71921,39.1573790296573,1836.71639374862,54.5804559045666,-6.0064774463861
uk.org.mysociety.cons.ukparl.2025.bts,UKPARL.2025.BTS,Belfast South and Mid Down,,N05000003,BTS,Northern Ireland,Northern Ireland,borough,71978,118.827058894117,605.737452983143,54.5282560788029,-5.89922808449779
uk.org.mysociety.cons.ukparl.2025.nar,UKPARL.2025.NAR,Newry and Armagh,,N05000011,NAR,Northern Ireland,Northern Ireland,county,74585,921.791150745773,80.9131221748627,54.230659631704,-6.55830370441638
